661,AZPN,A,Aspen,121
662,AZRE,A,Azure,19
663,AZRX,A,AzurRx,1
664,AZUL,A,Azul,25
665,AZYO,A,Aziyo,13
666,AZZ,A,AZZ,42
668,BA,B,Boeing,271
669,BABA,B,Alibaba,213
670,BABB,B,BAB,1
671,BAC,B,Bank,30
673,BAK,B,Braskem,13
674,BALY,B,Ballys,33
675,BAM,B,Brookfield,36
676,BANC,B,Banc,14
678,BANF,B,BancFirst,54
679,BANR,B,Banner,49
680,BANT,B,Bantec,0
681,BANX,B,StoneCastle,20
682,BAOS,B,Baosheng,5
683,BAP,B,Credicorp,178
685,BATL,B,Battalion,9
686,BAX,B,Baxter,82
688,BBAR,B,Banco,5
689,BBBY,B,Bed,16
690,BBCP,B,Concrete,5
691,BBD,B,Banco,6
692,BBDC,B,Barings,9
693,BBGI,B,Beasley,3
694,BBI,B,Brickell,3
695,BBIG,B,Vinco,3
697,BBL,B,BHP,47
698,BBQ,B,BBQ,5
699,BBSI,B,Barrett,70
700,BBU,B,Brookfield,37
701,BBVA,B,Banco,5
704,BBY,B,Best,88
705,BC,B,Brunswick,63
706,BCAB,B,BioAtla,47
707,BCAC,B,Brookline,10
708,BCBP,B,BCB,12
709,BCC,B,Boise,39
711,BCE,B,BCE,45
712,BCEI,B,Bonanza,23
713,BCEL,B,Atreca,15
714,BCH,B,Banco,23
716,BCLI,B,Brainstorm,6
718,BCO,B,Brinks,70
720,BCOMF,B,B,2
721,BCOR,B,Blucora,20
722,BCOV,B,Brightcove,11
723,BCOW,B,1895,8
724,BCPC,B,Balchem,103
726,BCS,B,Barclays,8
727,BCSF,B,Bain,15
729,BCTF,B,Bancorp,13
730,BCTG,B,BCTG,11
731,BCTX,B,BriaCell,11
732,BCYC,B,Bicycle,17
733,BCYP,B,Big,10
736,BDIC,B,Blow,0
737,BDL,B,Flanigans,21
738,BDN,B,Brandywine,13
739,BDR,B,Blonder,1
741,BDSI,B,BioDelivery,4
743,BDTX,B,Black,29
744,BDX,B,Becton,248
745,BE,B,Bloom,15
746,BEAM,B,Beam,50
748,BEBE,B,Bebe,5
749,BECN,B,Beacon,36
751,BEEM,B,Beam,17
752,BEKE,B,KE,59
753,BELFA,B,Bel,14
754,BELFB,B,Bel,16
756,BENE,B,Benessere,10
757,BEP,B,Brookfield,28
758,BEPC,B,Brookfield,44
759,BERY,B,Berry,50
760,BEST,B,BEST,4
764,BFC,B,Bank,64
765,BFI,B,BurgerFi,12
766,BFIN,B,BankFinancial,11
767,BFLY,B,Butterfly,14
768,BFRA,B,Biofrontera,10
770,BFST,B,Business,21
773,BG,B,Bunge,57
774,BGCP,B,BGC,5
775,BGFV,B,Big,7
779,BGMD,B,BG,0
780,BGNE,B,BeiGene,205
781,BGS,B,B&G,24
782,BGSF,B,BG,16
784,BH,B,Biglari,108
786,BHAT,B,Blue,2
787,BHB,B,Bar,24
788,BHC,B,Bausch,23
789,BHE,B,Benchmark,26
790,BHF,B,Brighthouse,37
792,BHP,B,BHP,56
793,BHR,B,Braemar,7
794,BHSE,B,Bull,10
795,BHTG,B,BioHiTech,2
796,BHVN,B,Biohaven,60
797,BICX,B,BioCorRx,3
799,BIEI,B,Premier,0
800,BIG,B,Big,38
801,BIGC,B,BigCommerce,71
802,BIIB,B,Biogen,277
803,BILI,B,Bilibili,45
804,BILL,B,Bill.com,102
805,BIMI,B,BOQI,3
807,BIOC,B,Biocept,7
808,BIOL,B,BIOLASE,1
809,BIOT,B,Biotech,10
810,BIOX,B,Bioceres,7
811,BIP,B,Brookfield,44
812,BIPC,B,Brookfield,59
846,BLNG,B,Belong,
860,BMCH,B,BMC,
865,BMRG,B,B.,
902,BPMX,B,BioPharmX,
916,BREW,B,Craft,
921,BRIM,B,Brimstone,
922,BRIV,B,B.,
923,BRK.A,B,Berkshire,
924,BRK.B,B,Berkshire,
947,BSKY,B,Big,
953,BSRC,B,BioSolar,
955,BSTC,B,Biospecifics,
964,BTE,B,Baytex,
815,BIVI,B,BioVie,17
816,BJ,B,BJs,32
817,BJRI,B,BJs,39
818,BK,B,Bank,44
820,BKD,B,Brookdale,6
821,BKE,B,The,24
822,BKEP,B,BlueKnight,2
823,BKGM,B,BankGuam,10
824,BKH,B,Black,68
826,BKNG,B,Booking,1899
827,BKR,B,Baker,21
828,BKSC,B,Bank,18
829,BKTI,B,BK,3
831,BKYI,B,BIO-key,6
832,BL,B,BlackLine,75
833,BLBD,B,Blue,18
834,BLCM,B,Bellicum,12
835,BLCT,B,BlueCity,11
836,BLD,B,TopBuild,126
837,BLDP,B,Ballard,12
838,BLDR,B,Builders,26
839,BLFS,B,BioLife,23
840,BLI,B,Berkeley,66
842,BLK,B,BlackRock,559
843,BLKB,B,Blackbaud,71
844,BLL,B,Ball,74
845,BLMN,B,Bloomin,19
847,BLNK,B,Blink,12
848,BLOZF,B,Cannabix,1
850,BLRX,B,BioLineRx,3
851,BLSA,B,BCLS,11
852,BLTS,B,Bright,10
853,BLU,B,BELLUS,5
854,BLUA,B,BlueRiver,10
855,BLUE,B,Bluebird,78
857,BLX,B,Banco,17
858,BMA,B,Banco,29
859,BMBL,B,Bumble,58
861,BMI,B,Badger,68
862,BMO,B,Bank,72
864,BMRC,B,Bank,38
866,BMRN,B,BioMarin,86
867,BMTC,B,Bryn,35
868,BMTX,B,BM,11
870,BNAUF,B,Battle,1
871,BNED,B,Barnes,4
872,BNET,B,Bion,1
873,BNFT,B,Benefitfocus,21
874,BNGO,B,BioNano,3
875,BNL,B,Broadstone,19
876,BNR,B,Burning,28
878,BNSO,B,Bonso,4
879,BNTC,B,Benitec,10
880,BNTX,B,BioNTech,83
881,BOAC,B,Bluescape,10
882,BOAS,B,BOA,10
883,BOCH,B,Bank,10
885,BOKF,B,BOK,74
886,BOLT,B,Bolt,25
887,BOMH,B,Boomer,0
888,BOMN,B,Boston,23
890,BOOM,B,DMC,45
891,BOOT,B,Boot,37
892,BORR,B,Borr,3
893,BOSC,B,BOS,3
895,BOWX,B,BowX,11
896,BOX,B,Box,18
897,BOXL,B,Boxlight,2
898,BP,B,BP,31
899,BPFH,B,Boston,10
901,BPMP,B,BP,13
903,BPOP,B,Popular,53
904,BPRN,B,Bank,26
905,BPT,B,BP,9
906,BPTH,B,Bio-Path,8
908,BPY,B,Brookfield,16
909,BPYU,B,Brookfield,17
910,BQ,B,Boqii,6
911,BR,B,Broadridge,129
912,BRBR,B,Bellring,22
913,BRBS,B,Blue,12
915,BRD,B,Beard,12
917,BREZ,B,Breeze,10
918,BRFS,B,BRF,6
919,BRG,B,Bluerock,10
925,BRKL,B,Brookline,13
926,BRKR,B,Bruker,48
927,BRKS,B,Brooks,51
928,BRLI,B,Brilliant,10
929,BRMK,B,Broadmark,10
930,BRN,B,Barnwell,1
931,BRO,B,Brown,40
933,BRP,B,BRP,21
934,BRPA,B,Big,17
935,BRPM,B,B.,10
936,BRQS,B,Borqs,2
937,BRT,B,BRT,14
939,BRY,B,Berry,7
940,BSAC,B,Banco,23
941,BSBK,B,Bogota,9
942,BSBR,B,Banco,9
943,BSET,B,Bassett,16
944,BSFC,B,Blue,4
946,BSIG,B,BrightSphere,13
948,BSM,B,Black,11
949,BSMX,B,Banco,6
950,BSN,B,Broadstone,10
951,BSPE,B,Bespoke,10
952,BSQR,B,Bsquare,2
956,BSTG,B,Biostage,2
957,BSVN,B,Bank7,15
958,BSX,B,Boston,39
959,BSY,B,Bentley,45
960,BTAI,B,BioXcel,28
961,BTAQ,B,Burgundy,10
962,BTBT,B,Bit,7
963,BTCY,B,Biotricity,1
966,BTHE,B,Boston,0
967,BTI,B,British,38
968,BTN,B,Ballantyne,3
969,BTNB,B,Bridgetown,11
970,BTRS,B,BTRS,12
971,BTU,B,Peabody,11
973,BTZI,B,BOTS,0
974,BUD,B,Anheuser-Busch,71
975,BUR,B,Burford,10
982,BVSN,B,BroadVision,
991,BWL.A,B,Bowl,
996,BXG,B,Bluegreen,
1005,BYNO,B,byNordic,
1025,CAIN,C,Cain,
1032,CALQ,C,Callodine,
1050,CARH,C,Car,
1051,CARO,C,Carolina,
1066,CATS,C,Catasys,
1070,CBAI,C,CBA,
